CreditScore,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited,Geography_Germany,Geography_Spain,Gender_Male,Balance_to_Salary_Ratio,Credit_to_Salary_Ratio,Age_to_Tenure_Ratio,Products_per_Tenure,IsHighValueCustomer,IsLongTermCustomer,HasMultipleProducts,IsYoungInactive,IsOldInactive,CustomerSegment,SegmentName,ChurnProbability,RiskLevel,RiskLevelNumeric
705,39,6,133261.13,1,1,1,78065.9,0,False,True,True,1.70701193463555,0.009030715962847252,5.571428571428571,0.14285714285714285,0,1,0,0,0,0,Young Professionals,0.018357512455584993,Low Risk,0
681,32,3,0.0,2,1,1,59679.9,0,False,True,False,0.0,0.011410685830810192,8.0,0.5,0,0,1,0,0,1,Established Savers,0.013053143366010185,Low Risk,0
620,41,0,97925.11,1,1,0,85000.32,0,False,False,True,1.1520422271089437,0.007294004375461463,41.0,1.0,0,0,0,0,0,2,High-Value Clients,0.032133729741738185,Low Risk,0
711,52,5,0.0,1,1,1,159808.95,0,False,False,True,0.0,0.0044490346189333015,8.666666666666666,0.16666666666666666,0,0,0,0,0,3,At-Risk Seniors,0.23271495384946672,Low Risk,0
613,24,7,140453.91,1,1,0,129001.3,0,False,False,False,1.088770587811225,0.004751853261530996,3.0,0.125,1,1,0,1,0,2,High-Value Clients,0.14235635777938485,Low Risk,0
613,20,0,117356.19,1,0,0,113557.7,1,True,False,False,1.0334407667576329,0.005398089270130778,20.0,1.0,1,0,0,1,0,2,High-Value Clients,0.8704755972913283,Very High Risk,3
682,36,5,0.0,2,1,1,147758.51,0,False,True,True,0.0,0.004615608159501882,6.0,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.004996100619100668,Low Risk,0
850,37,4,137204.77,1,1,1,28865.59,0,False,True,True,4.75306470213489,0.02944580568747469,7.4,0.2,0,0,0,0,0,0,Young Professionals,0.01510026436758749,Low Risk,0
601,41,1,0.0,2,0,1,160607.06,0,False,False,False,0.0,0.0037420288869686865,20.5,1.0,0,0,1,0,0,1,Established Savers,0.01734466368735543,Low Risk,0
595,35,8,0.0,1,1,0,100015.79,1,False,True,True,0.0,0.005949001162704783,3.888888888888889,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.2564568626686454,Medium Risk,1
675,36,3,54098.18,2,0,1,54478.52,0,False,True,True,0.9930003054358776,0.012389977004202682,9.0,0.5,0,0,1,0,0,1,Established Savers,0.03685985605253036,Low Risk,0
591,31,8,0.0,1,1,1,141677.33,0,False,True,True,0.0,0.004171421275222542,3.4444444444444446,0.1111111111111111,0,1,0,0,0,0,Young Professionals,0.0549559518603758,Low Risk,0
602,23,7,113758.48,2,0,0,84077.6,0,False,False,True,1.35300159612553,0.007159966983275173,2.875,0.25,0,1,1,1,0,2,High-Value Clients,0.023027722490365672,Low Risk,0
554,34,8,0.0,1,0,1,106981.03,0,False,True,False,0.0,0.005178439780961345,3.7777777777777777,0.1111111111111111,0,1,0,0,0,0,Young Professionals,0.07133794187332068,Low Risk,0
541,37,9,118636.92,1,1,1,73551.44,0,False,False,True,1.612956959687537,0.007355296438840098,3.7,0.1,0,1,0,0,0,0,Young Professionals,0.019169619024421436,Low Risk,0
506,34,7,0.0,2,0,0,115842.1,0,False,False,True,0.0,0.004367977031001414,4.25,0.25,0,1,1,0,0,1,Established Savers,0.007258809263023583,Low Risk,0
814,44,8,95488.82,2,0,0,107013.59,0,True,False,True,0.892297209193625,0.007606439458395346,4.888888888888889,0.2222222222222222,0,1,1,0,0,2,High-Value Clients,0.10175676561515987,Low Risk,0
683,30,8,110829.52,2,0,0,24938.84,0,False,False,True,4.443874539692316,0.027385901433208872,3.3333333333333335,0.2222222222222222,0,1,1,0,0,2,High-Value Clients,0.02310490120666511,Low Risk,0
485,51,7,144244.59,2,1,0,51113.14,0,True,False,True,2.8220095261311253,0.00948856813398406,6.375,0.25,0,1,1,0,0,2,High-Value Clients,0.16600531627156753,Low Risk,0
696,31,8,122021.92,2,1,0,33828.64,0,True,False,False,3.6069529560468276,0.020573674446432183,3.4444444444444446,0.2222222222222222,0,1,1,0,0,2,High-Value Clients,0.023367736497459653,Low Risk,0
608,30,8,0.0,2,1,0,128875.86,0,False,False,False,0.0,0.004717681669153019,3.3333333333333335,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.013304111540284613,Low Risk,0
792,50,9,0.0,4,1,1,194700.81,1,False,False,True,0.0,0.004067758794846335,5.0,0.4,0,1,1,0,0,1,Established Savers,0.9567480311319229,Very High Risk,3
686,22,5,0.0,2,1,0,158974.45,0,False,True,True,0.0,0.004315131675991481,3.6666666666666665,0.3333333333333333,0,0,1,1,0,1,Established Savers,0.006919259299659252,Low Risk,0
790,42,1,85839.62,1,1,0,198182.73,0,True,False,True,0.4331315189193381,0.003986200078079063,21.0,0.5,0,0,0,0,0,2,High-Value Clients,0.053621962854980734,Low Risk,0
654,29,4,96974.97,1,0,1,141404.07,0,False,False,False,0.6857955658874183,0.00462501097025729,5.8,0.2,0,0,0,0,0,0,Young Professionals,0.08906594662603502,Low Risk,0
452,35,4,148172.44,1,1,1,4175.68,0,False,False,True,35.47612936590785,0.10821992587413926,7.0,0.2,0,0,0,0,0,0,Young Professionals,0.01800421177882155,Low Risk,0
719,38,0,0.0,1,1,0,126876.47,0,False,True,True,0.0,0.005666884751090954,38.0,1.0,0,0,0,0,0,2,High-Value Clients,0.42240500788121504,Medium Risk,1
707,40,5,0.0,2,1,0,41052.82,0,False,False,False,0.0,0.01722129633734449,6.666666666666667,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.023363650593055247,Low Risk,0
699,49,2,0.0,1,0,0,105760.01,0,False,False,False,0.0,0.006609240966968829,16.333333333333332,0.3333333333333333,0,0,0,0,0,2,High-Value Clients,0.5571026011175635,High Risk,2
850,30,2,0.0,2,0,1,27937.12,0,False,True,True,0.0,0.030424380738575108,10.0,0.6666666666666666,0,0,1,0,0,1,Established Savers,0.008268143244810166,Low Risk,0
828,28,8,134766.85,1,1,0,79355.87,0,False,True,True,1.698237972339383,0.010433879259602855,3.111111111111111,0.1111111111111111,0,1,0,1,0,2,High-Value Clients,0.01035612364970066,Low Risk,0
850,30,5,123210.56,2,1,1,102180.27,0,True,False,True,1.205803764231938,0.008318549965174634,5.0,0.3333333333333333,1,0,1,0,0,0,Young Professionals,0.005095588691646164,Low Risk,0
712,47,1,139887.01,1,1,1,95719.73,0,False,True,True,1.4614076804470675,0.0074383051612748885,23.5,0.5,0,0,0,0,0,0,Young Professionals,0.14391198556923984,Low Risk,0
634,44,9,149961.11,1,1,0,57121.51,0,False,False,True,2.6252542123936777,0.011098952059354534,4.4,0.1,0,1,0,0,0,2,High-Value Clients,0.20751062574127374,Low Risk,0
730,45,6,152880.97,1,0,0,162478.11,0,True,False,True,0.9409269290064428,0.004492885269989478,6.428571428571429,0.14285714285714285,1,1,0,0,0,2,High-Value Clients,0.33879355286636786,Medium Risk,1
685,43,9,108589.47,2,0,1,194808.51,0,True,False,True,0.557413598545574,0.003516255443586917,4.3,0.2,1,1,1,0,0,0,Young Professionals,0.05178928012440861,Low Risk,0
809,33,9,0.0,1,1,1,124045.65,0,False,True,True,0.0,0.00652174000668297,3.3,0.1,0,1,0,0,0,0,Young Professionals,0.0540501018584434,Low Risk,0
707,35,3,56674.48,1,1,0,17987.4,1,False,True,False,3.150612617019857,0.03930310644637655,8.75,0.25,0,0,0,0,0,2,High-Value Clients,0.7997591304615884,Very High Risk,3
648,32,8,0.0,1,1,0,133653.38,0,False,True,True,0.0,0.004848325958341208,3.5555555555555554,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.13146679015978568,Low Risk,0
760,57,1,0.0,2,1,1,25101.17,0,False,True,False,0.0,0.03027626695221967,28.5,1.0,0,0,1,0,0,3,At-Risk Seniors,0.07317381085529592,Low Risk,0
805,33,3,105663.56,2,0,1,33330.89,0,True,False,False,3.170044062907924,0.024151045740280555,8.25,0.5,0,0,1,0,0,0,Young Professionals,0.0199664146835951,Low Risk,0
585,39,7,0.0,2,1,0,2401.26,0,False,False,False,0.0,0.2435206846885849,4.875,0.25,0,1,1,0,0,1,Established Savers,0.015133553030327348,Low Risk,0
595,30,5,100683.54,1,1,1,178361.04,0,False,True,False,0.5644897311109471,0.0033359116098918805,5.0,0.16666666666666666,1,0,0,0,0,0,Young Professionals,0.12085633246239066,Low Risk,0
630,42,6,0.0,2,1,0,162697.93,0,False,False,True,0.0,0.0038721828102987526,6.0,0.2857142857142857,0,1,1,0,0,1,Established Savers,0.01855904210420432,Low Risk,0
627,29,5,139541.58,2,1,0,80607.33,0,True,False,True,1.7311062020513264,0.007778352435784242,4.833333333333333,0.3333333333333333,0,0,1,1,0,2,High-Value Clients,0.021628520138022054,Low Risk,0
631,37,2,121801.72,2,0,1,23146.62,0,True,False,False,5.261954360750695,0.02725982196009784,12.333333333333334,0.6666666666666666,0,0,1,0,0,0,Young Professionals,0.06269646416352603,Low Risk,0
776,38,5,112281.7,1,0,1,89893.6,0,True,False,True,1.2490372057943413,0.008632331641722639,6.333333333333333,0.16666666666666666,0,0,0,0,0,0,Young Professionals,0.10584213773462917,Low Risk,0
676,36,4,0.0,2,1,1,3173.31,0,False,True,False,0.0,0.21295966682523132,7.2,0.4,0,0,1,0,0,1,Established Savers,0.011142887427446714,Low Risk,0
758,40,5,93499.82,2,0,0,123218.81,0,False,True,False,0.7588050979789696,0.006151608251952345,6.666666666666667,0.3333333333333333,0,0,1,0,0,2,High-Value Clients,0.08968535158898468,Low Risk,0
637,33,0,132255.99,2,0,1,74588.41,0,False,False,True,1.7731202056699469,0.00854008632056481,33.0,2.0,0,0,1,0,0,0,Young Professionals,0.009577893002289778,Low Risk,0
850,20,7,0.0,2,1,0,31288.77,0,False,False,True,0.0,0.027165428189468953,2.5,0.25,0,1,1,1,0,1,Established Savers,0.002091537403112144,Low Risk,0
601,44,4,0.0,2,1,0,58561.31,0,False,True,False,0.0,0.010262573317206921,8.8,0.4,0,0,1,0,0,1,Established Savers,0.05719490434534557,Low Risk,0
735,49,5,121973.28,1,1,0,148804.36,0,False,False,True,0.8196833769966352,0.004939338206634493,8.166666666666666,0.16666666666666666,1,0,0,0,0,2,High-Value Clients,0.3526240541161938,Medium Risk,1
614,32,7,99462.8,2,1,1,51117.06,0,True,False,True,1.9457467673851474,0.012011410448675087,4.0,0.25,0,1,1,0,0,0,Young Professionals,0.010916155136634968,Low Risk,0
672,21,3,165878.76,2,1,1,164537.17,0,True,False,False,1.0081475927439816,0.004084158709191915,5.25,0.5,1,0,1,0,0,0,Young Professionals,0.014744319150874218,Low Risk,0
642,30,8,117494.27,1,0,0,61977.82,0,False,False,True,1.8957164721754949,0.010358377265007627,3.3333333333333335,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.051454733567507176,Low Risk,0
633,29,0,138577.34,1,1,0,193362.99,0,True,False,False,0.716665703888299,0.0032736188366820525,29.0,1.0,1,0,0,1,0,2,High-Value Clients,0.048988466706697875,Low Risk,0
769,39,9,0.0,1,1,1,47722.79,0,False,True,True,0.0,0.016113556781638675,3.9,0.1,0,1,0,0,0,0,Young Professionals,0.05289108462499991,Low Risk,0
796,41,8,107525.07,1,1,0,18510.41,0,False,True,True,5.808583462848049,0.04300050617430007,4.555555555555555,0.1111111111111111,0,1,0,0,0,2,High-Value Clients,0.07261741137259566,Low Risk,0
715,23,7,139224.92,2,1,0,65057.71,0,False,False,True,2.1399889422953517,0.010990073427524154,2.875,0.25,0,1,1,1,0,2,High-Value Clients,0.018976306913950476,Low Risk,0
695,42,7,121453.63,1,0,0,46374.64,0,False,False,False,2.6189100570903174,0.014986316091810269,5.25,0.125,0,1,0,0,0,2,High-Value Clients,0.14979064532972675,Low Risk,0
747,25,4,0.0,2,0,1,42039.67,0,False,False,False,0.0,0.01776850844670173,5.0,0.4,0,0,1,0,0,1,Established Savers,0.008804923602294916,Low Risk,0
584,54,1,77354.37,1,0,0,138192.98,1,True,False,False,0.5597520962924722,0.004225943850810288,27.0,0.5,0,0,0,0,0,2,High-Value Clients,0.9774858920632501,Very High Risk,3
476,40,6,0.0,1,1,1,22735.45,0,False,False,True,0.0,0.020935546226433767,5.714285714285714,0.14285714285714285,0,1,0,0,0,0,Young Professionals,0.05777782298960573,Low Risk,0
850,39,7,79259.99,1,0,1,186910.74,0,False,False,False,0.4240503566014634,0.004547600915811923,4.875,0.125,0,1,0,0,0,0,Young Professionals,0.0720750342768321,Low Risk,0
529,30,2,116295.29,1,1,0,75285.47,0,False,False,True,1.5447037163516897,0.0070264949332861535,10.0,0.3333333333333333,0,0,0,0,0,2,High-Value Clients,0.04981891371872022,Low Risk,0
584,59,1,0.0,1,0,1,130260.11,1,False,True,False,0.0,0.004483302806186743,29.5,0.5,0,0,0,0,0,3,At-Risk Seniors,0.9077577563992162,Very High Risk,3
586,34,9,74309.81,1,1,0,15034.93,0,True,False,True,4.942149238523989,0.038973312591904855,3.4,0.1,0,1,0,0,0,2,High-Value Clients,0.02455663324327596,Low Risk,0
674,34,2,152797.9,1,1,0,175709.4,1,True,False,True,0.8696007749114452,0.003835857183183238,11.333333333333334,0.3333333333333333,1,0,0,0,0,2,High-Value Clients,0.2414380669355333,Low Risk,0
552,42,9,133701.07,2,1,0,101069.71,1,False,False,True,1.3228468465295238,0.005461522927859119,4.2,0.2,1,1,1,0,0,2,High-Value Clients,0.6952529608291557,High Risk,2
601,33,7,114430.18,2,1,1,153012.13,0,True,False,False,0.7478454953506277,0.003927767505965011,4.125,0.25,1,1,1,0,0,0,Young Professionals,0.07594649270668564,Low Risk,0
541,29,7,127504.57,1,0,0,86173.92,0,False,False,True,1.4796018377504732,0.006277928659521819,3.625,0.125,0,1,0,1,0,2,High-Value Clients,0.03254283636452676,Low Risk,0
744,41,2,84113.41,1,1,0,197548.63,0,True,False,False,0.4257836878763073,0.0037661422094285874,13.666666666666666,0.3333333333333333,0,0,0,0,0,2,High-Value Clients,0.07641253279593897,Low Risk,0
595,23,10,101126.66,2,0,0,37042.8,0,False,True,False,2.72992133636398,0.016062067066553647,2.090909090909091,0.18181818181818182,0,1,1,1,0,2,High-Value Clients,0.005425631561343416,Low Risk,0
724,33,5,103564.83,2,1,0,121085.72,0,True,False,True,0.8552947011860591,0.005979185826488652,5.5,0.3333333333333333,1,0,1,0,0,2,High-Value Clients,0.06116253783101512,Low Risk,0
533,52,7,0.0,1,0,1,194113.99,1,False,True,False,0.0,0.0027457951598689003,6.5,0.125,0,1,0,0,0,3,At-Risk Seniors,0.9109838586595151,Very High Risk,3
618,37,2,168178.21,2,0,1,101273.23,0,False,False,True,1.6606219568393656,0.006102243384126446,12.333333333333334,0.6666666666666666,1,0,1,0,0,0,Young Professionals,0.024031613326377585,Low Risk,0
523,39,1,143903.11,1,1,1,118711.75,1,True,False,False,1.212195909874887,0.0044055924911182666,19.5,0.5,1,0,0,0,0,0,Young Professionals,0.7752531885995994,Very High Risk,3
642,30,5,129753.69,1,1,0,582.53,0,True,False,False,222.35993008071566,1.1002005038301372,5.0,0.16666666666666666,0,0,0,0,0,2,High-Value Clients,0.2491214444927141,Low Risk,0
584,35,9,0.0,2,1,0,192381.21,0,False,False,True,0.0,0.0030356237200934535,3.5,0.2,0,1,1,0,0,1,Established Savers,0.01180707235487429,Low Risk,0
521,38,5,110641.18,1,0,1,136507.69,1,False,False,True,0.810506495960074,0.003816606840194569,6.333333333333333,0.16666666666666666,1,0,0,0,0,0,Young Professionals,0.2697195260366951,Medium Risk,1
662,36,4,166909.2,2,1,0,138871.12,1,False,False,False,1.2018913515542213,0.004766975545559469,7.2,0.4,1,0,1,0,0,2,High-Value Clients,0.5019247805334071,High Risk,2
758,34,1,154139.45,1,1,1,60728.89,0,False,False,False,2.5381150863273425,0.012481497990528223,17.0,0.5,0,0,0,0,0,0,Young Professionals,0.008376530378115705,Low Risk,0
717,38,7,97459.06,1,0,0,189175.71,0,False,False,True,0.5151747273752673,0.0037901071437387826,4.75,0.125,1,1,0,0,0,2,High-Value Clients,0.1828057008636846,Low Risk,0
611,40,1,0.0,2,1,1,102547.56,0,False,False,True,0.0,0.0059581528984902375,20.0,1.0,0,0,1,0,0,1,Established Savers,0.019101668229251485,Low Risk,0
766,43,6,112088.04,2,1,1,36706.56,0,True,False,True,3.0535410144395323,0.020867635985611685,6.142857142857143,0.2857142857142857,0,1,1,0,0,0,Young Professionals,0.1040390412225884,Low Risk,0
636,34,3,0.0,2,1,1,44756.25,0,False,False,False,0.0,0.01420998832591368,8.5,0.5,0,0,1,0,0,1,Established Savers,0.00962540446339289,Low Risk,0
814,48,7,0.0,2,1,1,132870.15,0,False,False,False,0.0,0.006126235830727739,6.0,0.25,0,1,1,0,0,1,Established Savers,0.01912260486072782,Low Risk,0
760,28,1,141038.57,2,0,0,16287.38,0,False,True,True,8.658845753844153,0.04665902932028845,14.0,1.0,0,0,1,1,0,2,High-Value Clients,0.015510504281249395,Low Risk,0
607,39,2,84468.67,2,1,1,121945.42,0,True,False,True,0.6926703547344809,0.004977595898264172,13.0,0.6666666666666666,0,0,1,0,0,0,Young Professionals,0.026538423696727934,Low Risk,0
725,36,4,118520.26,1,0,0,131173.9,1,False,True,False,0.9035284951618031,0.005526972004552701,7.2,0.2,1,0,0,0,0,2,High-Value Clients,0.13374507492526969,Low Risk,0
600,37,1,142663.46,1,0,1,88669.89,0,False,False,True,1.6089097560653782,0.006766594989629629,18.5,0.5,0,0,0,0,0,0,Young Professionals,0.015121786816994177,Low Risk,0
656,27,4,118627.16,2,1,1,160835.3,0,True,False,True,0.7375645920728096,0.004078681242978109,5.4,0.4,1,0,1,0,0,0,Young Professionals,0.018940140797047,Low Risk,0
640,34,1,137523.02,1,0,0,24761.36,0,False,True,True,5.5537121663686335,0.0258456786832919,17.0,0.5,0,0,0,0,0,2,High-Value Clients,0.03947570469616686,Low Risk,0
439,28,7,110976.23,2,1,0,138526.96,0,False,False,True,0.8011106927439053,0.003169035334094287,3.5,0.25,1,1,1,1,0,2,High-Value Clients,0.023877373979960117,Low Risk,0
549,38,8,107283.4,1,0,0,157442.75,0,False,False,False,0.6814078043745782,0.003486959628438728,4.222222222222222,0.1111111111111111,1,1,0,0,0,2,High-Value Clients,0.15750754832737804,Low Risk,0
622,38,5,0.0,2,0,0,105295.77,0,False,False,True,0.0,0.005907113769966543,6.333333333333333,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.02056653058236647,Low Risk,0
715,34,4,124314.45,1,0,0,97782.92,0,False,False,True,1.2713179222105229,0.007312040670899674,6.8,0.2,0,0,0,0,0,2,High-Value Clients,0.06103063540205376,Low Risk,0
657,41,5,95858.37,1,1,1,68255.88,0,False,False,False,1.4043766723588889,0.009625403329305412,6.833333333333333,0.16666666666666666,0,0,0,0,0,0,Young Professionals,0.022069705165938747,Low Risk,0
703,36,2,0.0,2,1,0,108790.95,0,False,False,True,0.0,0.006461875166315155,12.0,0.6666666666666666,0,0,1,0,0,1,Established Savers,0.05726565070026525,Low Risk,0
802,33,8,0.0,2,1,0,143706.18,0,False,False,True,0.0,0.005580792831645573,3.6666666666666665,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.01394604816924269,Low Risk,0
793,36,0,0.0,1,0,0,148993.47,0,False,True,False,0.0,0.0053223451850259946,36.0,1.0,0,0,0,0,0,2,High-Value Clients,0.05760426885107505,Low Risk,0
554,35,6,117707.18,2,0,0,95277.15,1,False,False,False,1.235405809201795,0.005814554543722774,5.0,0.2857142857142857,0,1,1,0,0,2,High-Value Clients,0.40003972435596286,Medium Risk,1
533,38,1,135289.33,2,0,1,152956.33,0,False,True,True,0.8844906615459357,0.003484631955853309,19.0,1.0,1,0,1,0,0,0,Young Professionals,0.01625744445833441,Low Risk,0
658,36,8,174060.46,1,1,1,94925.62,0,False,False,True,1.8336317041521124,0.006931669957278581,4.0,0.1111111111111111,0,1,0,0,0,0,Young Professionals,0.045348049761046956,Low Risk,0
713,40,3,114446.84,2,1,1,87308.18,0,True,False,True,1.310822527482219,0.008166380671539923,10.0,0.5,0,0,1,0,0,0,Young Professionals,0.08196194884022473,Low Risk,0
711,37,2,0.0,2,1,0,83978.86,1,False,True,True,0.0,0.008466315614243701,12.333333333333334,0.6666666666666666,0,0,1,0,0,1,Established Savers,0.2300880669034834,Low Risk,0
669,25,1,157848.53,1,0,0,37543.93,1,False,False,True,4.204256873031858,0.017818650880425134,12.5,0.5,0,0,0,1,0,2,High-Value Clients,0.011435861482424398,Low Risk,0
439,43,8,0.0,1,0,1,104889.3,0,False,False,False,0.0,0.00418532504912275,4.777777777777778,0.1111111111111111,0,1,0,0,0,0,Young Professionals,0.15029428976977274,Low Risk,0
763,37,6,0.0,2,1,1,149705.25,0,False,True,False,0.0,0.005096647601553041,5.285714285714286,0.2857142857142857,0,1,1,0,0,1,Established Savers,0.03024381446160372,Low Risk,0
697,74,3,108071.36,2,1,1,16445.79,0,True,False,False,6.570969775865077,0.04237909038785076,18.5,0.5,0,0,1,0,0,3,At-Risk Seniors,0.016803671241550428,Low Risk,0
702,35,8,14262.8,2,1,0,54689.16,0,False,True,False,0.2607928007524571,0.012835947088105062,3.888888888888889,0.2222222222222222,0,1,1,0,0,1,Established Savers,0.030290513990290376,Low Risk,0
686,41,7,102749.72,1,0,1,194913.86,0,False,True,True,0.5271518036131263,0.003519485379411298,5.125,0.125,1,1,0,0,0,0,Young Professionals,0.018203338866463612,Low Risk,0
629,36,1,161757.87,2,1,1,146371.72,0,False,True,True,1.1051094083651654,0.004297248831612885,18.0,1.0,1,0,1,0,0,0,Young Professionals,0.010825654497394966,Low Risk,0
823,38,1,0.0,2,1,0,156603.7,0,False,False,True,0.0,0.00525527011641413,19.0,1.0,0,0,1,0,0,1,Established Savers,0.002777104971530152,Low Risk,0
683,35,5,95698.79,1,0,1,182566.76,0,True,False,False,0.5241823090780102,0.003741076737754793,5.833333333333333,0.16666666666666666,0,0,0,0,0,0,Young Professionals,0.15964493609921573,Low Risk,0
555,37,9,124969.13,1,1,0,60194.05,0,False,False,True,2.076069876177526,0.00922002722815248,3.7,0.1,0,1,0,0,0,2,High-Value Clients,0.08555665384630562,Low Risk,0
647,44,4,93960.35,1,1,0,36579.53,1,True,False,True,2.5685890827716276,0.017687004534926092,8.8,0.2,0,0,0,0,0,2,High-Value Clients,0.7080692587371716,High Risk,2
714,51,4,88308.87,3,0,0,5862.53,1,False,False,False,15.060700635965024,0.12176965070529187,10.2,0.6,0,0,1,0,0,1,Established Savers,0.9946068235619409,Very High Risk,3
850,39,10,0.0,2,1,1,143030.09,0,False,True,False,0.0,0.005942763912377372,3.5454545454545454,0.18181818181818182,0,1,1,0,0,1,Established Savers,0.014571218078540992,Low Risk,0
713,59,3,0.0,2,1,1,62700.08,0,False,False,False,0.0,0.011371414974032344,14.75,0.5,0,0,1,0,0,3,At-Risk Seniors,0.04294133979462305,Low Risk,0
452,30,7,112935.87,1,1,1,99017.34,0,False,False,True,1.140555072928914,0.004564810922905797,3.75,0.125,0,1,0,0,0,0,Young Professionals,0.0063431938870015,Low Risk,0
683,24,8,98567.1,1,1,0,187987.01,0,False,True,False,0.5243265248671977,0.0036332104371975637,2.6666666666666665,0.1111111111111111,1,1,0,1,0,2,High-Value Clients,0.014847601416335215,Low Risk,0
577,26,1,180530.51,1,0,0,123454.62,0,False,False,False,1.4623109907835707,0.004673744297748454,13.0,0.5,1,0,0,1,0,2,High-Value Clients,0.022170048795899153,Low Risk,0
552,33,5,140931.57,1,0,1,10921.5,0,False,False,True,12.902867475394828,0.05053788052185855,5.5,0.16666666666666666,0,0,0,0,0,0,Young Professionals,0.006194875355510531,Low Risk,0
769,31,7,148913.72,2,1,0,53817.23,0,True,False,False,2.766975428214566,0.014288838558978991,3.875,0.25,0,1,1,0,0,2,High-Value Clients,0.0581949996838072,Low Risk,0
691,38,7,0.0,2,0,0,81617.4,0,False,False,True,0.0,0.008466228203444321,4.75,0.25,0,1,1,0,0,1,Established Savers,0.03066565491856199,Low Risk,0
818,49,2,0.0,1,0,1,192298.84,1,False,False,False,0.0,0.0042537736900873134,16.333333333333332,0.3333333333333333,0,0,0,0,0,3,At-Risk Seniors,0.892380259356676,Very High Risk,3
739,41,5,0.0,2,0,0,143882.25,0,False,False,True,0.0,0.0051361086158395785,6.833333333333333,0.3333333333333333,0,0,1,0,0,1,Established Savers,0.016713277632660423,Low Risk,0
639,50,6,115335.32,2,1,1,53130.41,0,False,False,False,2.1707558673861658,0.012026784156490482,7.142857142857143,0.2857142857142857,0,1,1,0,0,3,At-Risk Seniors,0.12843377488777447,Low Risk,0
651,65,0,0.0,2,1,1,190454.04,0,False,False,False,0.0,0.0034181295491051327,65.0,2.0,0,0,1,0,0,3,At-Risk Seniors,0.013426015561781792,Low Risk,0
779,26,0,0.0,2,0,1,111906.0,0,False,False,False,0.0,0.006961137372997221,26.0,2.0,0,0,1,0,0,1,Established Savers,0.015070440733341814,Low Risk,0
850,33,7,134678.13,1,1,0,113177.95,0,True,False,False,1.1899574081576125,0.00751023048013787,4.125,0.125,1,1,0,0,0,2,High-Value Clients,0.09232090083694272,Low Risk,0
829,38,9,0.0,2,1,0,30529.88,0,False,False,True,0.0,0.027152836734479976,3.8,0.2,0,1,1,0,0,1,Established Savers,0.005487126648247526,Low Risk,0
579,31,2,90547.48,2,1,1,18800.13,0,True,False,True,4.816065842850935,0.030796021302974874,10.333333333333334,0.6666666666666666,0,0,1,0,0,0,Young Professionals,0.012574763629309132,Low Risk,0
510,32,9,103324.78,1,1,1,46127.7,0,False,False,True,2.2399239518997933,0.011056023690240566,3.2,0.1,0,1,0,0,0,0,Young Professionals,0.006797490711271391,Low Risk,0
531,29,3,114590.58,1,0,0,75585.48,0,False,False,True,1.5160195315352694,0.007025065858338687,7.25,0.25,0,0,0,1,0,2,High-Value Clients,0.024479641460276397,Low Risk,0
628,36,3,91286.51,1,1,0,63085.94,0,True,False,False,1.4469953686135355,0.009954516735159447,9.0,0.25,0,0,0,0,0,2,High-Value Clients,0.24443497120091948,Low Risk,0
633,32,5,163340.12,2,1,1,74415.2,0,False,True,True,2.194953786944241,0.008506212356986785,5.333333333333333,0.3333333333333333,0,0,1,0,0,0,Young Professionals,0.015207312773290184,Low Risk,0
714,45,8,150900.29,2,0,1,139889.15,0,False,True,True,1.0787056129398676,0.005104004820925562,5.0,0.2222222222222222,1,1,1,0,0,0,Young Professionals,0.038142176471430464,Low Risk,0
604,23,9,124577.33,1,1,1,7267.25,0,False,True,True,17.139934647267225,0.0831011591511024,2.3,0.1,0,1,0,0,0,0,Young Professionals,0.009575311948016875,Low Risk,0
630,35,1,0.0,2,0,0,186826.22,0,False,True,True,0.0,0.0033720996330192142,17.5,1.0,0,0,1,0,0,1,Established Savers,0.005815286455426153,Low Risk,0
850,31,4,91292.7,1,1,1,162149.07,0,False,True,False,0.5630136329882558,0.005242057558162016,6.2,0.2,0,0,0,0,0,0,Young Professionals,0.0229781987589121,Low Risk,0
788,57,8,93716.72,1,1,1,180150.49,1,True,False,False,0.5202106293986245,0.0043740964895710825,6.333333333333333,0.1111111111111111,0,1,0,0,0,3,At-Risk Seniors,0.7643978248897474,Very High Risk,3
798,37,4,111723.08,1,1,1,83478.12,0,False,False,False,1.3383356221292224,0.009559276619111462,7.4,0.2,0,0,0,0,0,0,Young Professionals,0.008420637045222492,Low Risk,0
770,45,4,110765.68,1,1,0,26163.74,1,True,False,True,4.233395019403976,0.029428918460493014,9.0,0.2,0,0,0,0,0,2,High-Value Clients,0.9440513859899552,Very High Risk,3
569,25,9,173459.45,2,1,1,44381.06,0,True,False,True,3.908323543341612,0.012820495488492423,2.5,0.2,0,1,1,0,0,0,Young Professionals,0.004747041971577545,Low Risk,0
